experiment,dataset,llm,configuration,replicate_id,success,selected_iteration,train_metric,validation_metric,test_metric,metric_name,runtime_minutes
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_exploration+none,censored_hostility_follow,True,1.0,0.7374851106571462,0.7441420820891266,0.729647067695401,AUPRC,86.07
ablation_v1,AGO2_CLASH_Hejret,gpt-oss:20b,baseline+none,perky_technology_argued,True,4.0,0.722609553116337,0.6944742450506215,0.6991949183522133,AUPRC,419.68
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_split+none,coronary_drank_squeezed,True,3.0,0.7225407711167742,0.7037705946355276,0.6987399914504322,AUPRC,72.15
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_split+none,grieving_carnation_disappeared,True,2.0,0.7082051148359063,0.7033628239601324,0.6840662614344112,AUPRC,174.85
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_split+none,giddy_medics_strengthened,False,0.0,0.7178491036089527,0.6176321866778932,,AUPRC,40.74
ablation_v1,AGO2_CLASH_Hejret,gpt-oss:20b,no_data_exploration+none,answerable_bending_scare,True,0.0,0.7115679760135414,0.7264556967996147,0.5129533678756477,AUPRC,104.95
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_representation+none,neglected_standstill_brake,True,2.0,0.8093281418346663,0.8078983424210594,0.7978386386870748,AUPRC,94.43
ablation_v1,AGO2_CLASH_Hejret,gpt-oss:20b,no_data_split+none,disposable_forefront_detect,True,1.0,0.8757782661083325,0.7409590040977246,0.7620141620780865,AUPRC,101.12
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_representation+none,bouncy_boar_rotted,False,0.0,0.5386093207937914,0.5514940329135811,,AUPRC,33.89
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_architecture+none,respectful_sharpness_bleached,False,1.0,0.8194284587184328,0.8188624979876608,,AUPRC,114.18
ablation_v1,AGO2_CLASH_Hejret,gpt-oss:20b,no_data_split+none,idiosyncratic_dominion_succeed,False,1.0,0.5506915365930838,0.5351053044605008,,AUPRC,314.02
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_architecture+none,terrifying_martyrdom_introduce,True,3.0,0.829172301593867,0.822919987846312,0.8266817732754246,AUPRC,69.8
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_architecture+none,fancier_reinstatement_rhyme,False,1.0,0.8094897179704832,0.8510081483350739,,AUPRC,60.0
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_training+none,judgmental_adherence_killed,True,0.0,0.8133346257439864,0.7632062453618497,0.7508607636639983,AUPRC,64.62
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_training+none,defenseless_charade_permit,True,4.0,0.7786643282612882,0.6668939706861424,0.6936436412865998,AUPRC,109.47
ablation_v1,AGO2_CLASH_Hejret,gpt-oss:20b,no_data_split+none,intern_womanhood_wail,True,2.0,0.6958002417314817,0.5914654340565653,0.6302139691302691,AUPRC,97.43
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_data_representation+none,responsible_retailer_admit,True,1.0,0.809635557650341,0.7860756455888321,0.8015791177947394,AUPRC,75.03
ablation_v1,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_model_training+none,crushed_crocodile_squeezed,True,2.0,0.7182510908738529,0.7397202364432431,0.7060187092592196,AUPRC,68.33
ablation_v2,AGO2_CLASH_Hejret,google/gemini-3-flash-preview,no_all_steps+none,quiet_outset_nodded,True,0.0,0.7562556467906504,0.690712809023578,0.7205924172075946,AUPRC,82.88
ablation_v2,AGO2_CLASH_Hejret,google/gemini-3-flash-preview,no_all_steps+none,wistful_iguana_owned,True,0.0,0.7702862680853926,0.7115304735905401,0.6965512349065225,AUPRC,37.92
ablation_v2,AGO2_CLASH_Hejret,google/gemini-3-flash-preview,no_all_steps+none,dreamy_lilac_named,True,0.0,0.5544995926152592,0.5380899709126483,0.5887588570005633,AUPRC,188.73
ablation_v2,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_all_steps+none,tectonic_snapdragon_exploded,False,0.0,0.4996347051722558,0.4988060820805466,,AUPRC,960.95
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_final_outcome+none,piped_bowling_announced,False,,,,,ACC,77.3
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_final_outcome+none,expectant_anemone_settle,False,,,,,ACC,22.77
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_final_outcome+none,thrifty_method_fried,True,0.0,0.7557308881543875,0.7434052757793765,0.7392055267702936,ACC,203.18
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,baseline+none,retiring_kingdom_ask,True,2.0,0.8936667866138899,0.8160230271048213,0.7202072538860104,ACC,153.32
ablation_v2,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_all_steps+none,welcoming_intercourse_lock,False,,,,,AUPRC,37.63
ablation_v2,AGO2_CLASH_Hejret,x-ai/grok-4.1-fast,no_all_steps+none,lazy_savior_cough,False,1.0,0.7846499515180295,0.7676234468267179,,AUPRC,53.05
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_final_outcome+none,supernatural_cabbage_bruise,False,0.0,0.7507496701451362,0.704725353801871,,ACC,18.99
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,baseline+none,satisfied_emancipation_milk,True,2.0,0.8273270071436187,0.8201438848920863,0.710132412204951,ACC,25.52
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,baseline+none,unbalanced_sinking_sighed,True,0.0,0.7719803286553917,0.7222355480930679,0.7232297063903281,ACC,540.73
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_final_outcome+none,yearning_flashing_wasted,True,0.0,0.7569869257526688,0.7133605181098585,0.7131548647092688,ACC,100.62
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_final_outcome+none,devoted_alpaca_wanted,True,0.0,0.7583431069410385,0.7151079136690648,0.7206390328151986,ACC,42.97
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_exploration+none,unearthly_radiance_introduce,True,4.0,0.7893165582684721,0.7908872901678657,0.7202072538860104,ACC,195.73
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_exploration+none,congressional_countryman_unfaste,True,2.0,0.8119202473611259,0.8172661870503597,0.7161773172135867,ACC,26.53
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_exploration+none,intolerable_theater_glowed,False,2.0,0.8271404200874294,0.7309352517985611,,ACC,45.35
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_split+none,restrict_investment_framed,True,1.0,0.8230621601450048,0.8191846522781775,0.7312895797351756,ACC,65.83
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,baseline+none,sabotaged_alpaca_wandered,True,0.0,0.7514693534844669,0.7198368913408492,0.7281232009211284,ACC,118.6
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_split+none,gibberish_wombat_fix,True,3.0,0.821729395457938,0.8071942446043165,0.7419401266551525,ACC,481.13
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,baseline+none,undersea_begun_launch,False,4.0,0.7508096437567471,0.721995682417846,,ACC,44.85
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,baseline+none,mitigated_lizard_wrestled,True,3.0,0.7217224421254648,0.708563204605421,0.697035118019574,ACC,51.65
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_exploration+none,slapstick_warmth_waste,True,3.0,0.7424702809318194,0.7356046065259118,0.7176165803108808,ACC,36.67
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_exploration+none,fine_syndrome_sheltered,False,2.0,0.7917116468753749,0.7387862796833773,,ACC,83.55
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_split+none,great_lifeline_weigh,True,2.0,0.77839241363739,0.7483210745123121,0.7284110535405872,ACC,36.88
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_representation+none,challenged_recipe_irritate,True,2.0,0.7615449202350966,0.7500599664188055,0.7229418537708693,ACC,363.57
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_representation+none,tightlipped_yak_pump,False,0.0,0.8225290542701781,0.7218225419664268,,ACC,22.92
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_architecture+none,lowcarb_curfew_saw,True,0.0,0.7624480221772044,0.7390887290167866,0.7272596430627519,ACC,100.08
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_architecture+none,immersive_boldness_retire,True,1.0,0.7821196289583111,0.7760191846522781,0.7317213586643638,ACC,54.58
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_architecture+none,timid_deer_moaned,True,1.0,0.7732700714361872,0.7299760191846523,0.7245250431778929,ACC,46.57
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_training+none,foolish_cropping_race,True,3.0,0.8834630557628745,0.7448441247002399,0.7371905584340818,ACC,78.78
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_training+none,sure_campaign_attracted,True,4.0,0.7823328713082418,0.7836930455635491,0.7475532527345999,ACC,175.32
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_model_training+none,lacklustre_scrum_polish,False,,,,,ACC,666.02
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_all_steps+none,cheerful_flashing_shopped,False,,,,,ACC,632.47
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_all_steps+none,specific_countryman_apologised,True,0.0,0.6628638447595693,0.6537170263788968,0.6535693724812895,ACC,346.73
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_all_steps+none,calm_parakeet_numbered,True,0.0,0.7804670007463482,0.6930455635491607,0.6885434657455383,ACC,147.98
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_split+none,convex_hurricane_injured,True,0.0,0.8306944944224541,0.708323338930199,0.7196315486470927,ACC,61.43
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_split+none,unfazed_marigold_terrified,True,4.0,0.6550317860141538,0.6366035020388583,0.6360103626943006,ACC,41.55
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_split+none,inattentive_fertilization_post,True,3.0,0.9940026388389109,0.716238906212521,0.7121473805411629,ACC,115.98
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_representation+none,revolving_suspension_decorated,False,2.0,0.7465515173323738,0.714319980810746,,ACC,856.5
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_representation+none,contemplative_salamander_stared,True,4.0,0.771562429442312,0.7198592900543652,0.7318652849740933,ACC,255.47
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_representation+none,transformed_hoarding_tickled,True,3.0,0.8254168166006957,0.7138402494603022,0.7140184225676454,ACC,36.92
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_architecture+none,authoritarian_accessibility_join,True,1.0,0.7858342329375075,0.7306308467258336,0.7322970639032815,ACC,66.63
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_architecture+none,conservative_hammock_rinsed,False,2.0,0.7775578745352045,0.7373470856320461,,ACC,66.37
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_architecture+none,smart_edelweiss_smiled,True,0.0,0.8303346527527887,0.7227152794435117,0.7245250431778929,ACC,44.58
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_training+none,empowered_distributor_like,True,3.0,0.7800767662228619,0.7435835931878149,0.710132412204951,ACC,41.58
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_training+none,centered_artistry_tricked,True,0.0,0.7758186397984886,0.7159990405372991,0.7232297063903281,ACC,30.7
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_model_training+none,independent_refinery_settled,True,2.0,0.7730598536643877,0.718157831614296,0.7209268854346574,ACC,38.25
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_all_steps+none,characterized_accommodation_appr,False,0.0,0.7582463715964975,0.7107219956824179,,ACC,27.11
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_data_exploration+none,defenseless_dioxide_pretend,False,2.0,0.7417091454272864,0.7084932821497121,,ACC,570.87
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_all_steps+none,owned_darkness_guided,True,0.0,0.7911718843708768,0.7133605181098585,0.7135866436384571,ACC,492.98
ablation_v3,human_enhancers_cohn,x-ai/grok-4.1-fast,no_all_steps+none,postpartum_leadership_reject,True,0.0,0.7972891927551877,0.7306308467258336,0.7294185377086931,ACC,350.4
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_final_outcome+none,disconnected_laborer_bubble,True,0.0,1.0,0.6905732789637803,0.6932930339666091,ACC,117.17
ablation_v4,human_enhancers_cohn,gpt-oss:20b,baseline+none,reckless_genitals_question,True,1.0,0.7449322298188797,0.7195970256656272,0.7199194012665515,ACC,152.7
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_exploration+none,void_interval_intend,True,4.0,0.7312743628185907,0.7363243761996161,0.7095567069660333,ACC,254.53
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_split+none,free_helper_matter,True,4.0,0.7885330454599976,0.7776445190693212,0.7317213586643638,ACC,104.47
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_representation+none,worsted_disarmament_remove,False,,,,,ACC,54.72
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_architecture+none,nauseated_drumming_pack,False,,,,,ACC,68.95
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_training+none,employed_annoyance_bubbled,True,4.0,0.7586062132661628,0.6956104581434397,0.6888313183649971,ACC,84.9
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_all_steps+none,onward_phrasing_instructed,False,,,,,ACC,428.05
ablation_v3,human_enhancers_cohn,google/gemini-3-flash-preview,no_data_representation+none,advised_dishonesty_clear,True,1.0,0.7613284998400682,0.7486810551558754,0.6790443293033966,ACC,59.13
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_final_outcome+none,fellow_vomiting_flowered,False,,,,,ACC,196.63
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_final_outcome+none,excluded_arrears_interrupt,False,,,,,ACC,95.83
ablation_v4,human_enhancers_cohn,gpt-oss:20b,baseline+none,portmanteau_misery_back,True,3.0,0.7732997481108312,0.762532981530343,0.7128670120898101,ACC,165.08
ablation_v4,human_enhancers_cohn,gpt-oss:20b,baseline+none,overjoyed_aircraft_telephoned,True,3.0,0.7435528367518291,0.6634684576637083,0.6662348877374784,ACC,234.3
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_exploration+none,scattering_curator_warm,True,3.0,0.764003838311143,0.7603741904533461,0.7069660333909038,ACC,100.68
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_exploration+none,newest_bear_plugged,True,2.0,0.8852161859572426,0.8806327900287632,0.6302533103051238,ACC,76.97
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_split+none,swooning_cumin_separate,False,,,,,ACC,279.8
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_split+none,delighted_primrose_destroyed,True,1.0,0.7830754468034065,0.7759654593427681,0.7161773172135867,ACC,124.67
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_representation+none,worthy_baker_hug,True,2.0,0.7668225980568549,0.714080115135524,0.7183362118595279,ACC,91.52
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_data_representation+none,ambivalent_helplessness_faxed,True,1.0,0.7577665827036104,0.7512592947949148,0.681203223949338,ACC,82.0
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_architecture+none,mournful_espionage_melt,True,4.0,0.8097037303586422,0.7958743103861837,0.7400690846286702,ACC,74.02
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_architecture+none,clever_platypus_tow,True,2.0,0.7646176911544228,0.7651151631477927,0.6181635002878526,ACC,91.62
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_training+none,dismayed_retirement_snow,True,0.0,0.5,0.5001199328376109,0.5,ACC,80.75
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_model_training+none,unwary_glucose_divided,True,2.0,0.5,0.49990404912684705,0.5,ACC,48.18
ablation_v4,human_enhancers_cohn,gpt-oss:20b,no_all_steps+none,colour_neighbour_owe,True,4.0,0.7346484633427558,0.7314990512333965,0.6921416234887737,ACC,375.1
